year,pb_Austria,pb_Germany,pb_Norway,pb_Portugal,pb_Switzerland,d_Austria,d_Germany,d_Norway,d_Portugal,d_Switzerland
2008.0,1.6551196575165,2.7063481807709,20.570390105247,-0.62051200866699,3.4352573156357,68.41735773087,65.681624510601,47.545023631614,75.6425,44.817562299068
2009.0,-1.3404295444489,-0.5171594619751,11.90858900547,-7.2576208114624,2.0161883831024,79.579769208951,73.15660354986,42.543956007922,87.7991,43.099814316899
2010.0,-1.7351131439209,-1.7813174724579,11.914788246155,-6.75563788414,1.5330141186714,82.417665495312,81.994696615193,42.9516022985,100.2145,41.470668416896
2011.0,0.20231929593075,1.6126984362703,14.428478441982,-3.3421504836561,1.4291764757182,82.178173828534,79.417165387071,29.610854936192,114.40303652208,41.89297635296
2012.0,0.52370574723991,2.3215228881255,14.606063592599,-1.3056788175092,0.92210535696968,81.66093158987,80.745161748582,30.908325380152,129.03504310273,42.579593107427
2013.0,0.65162085580728,1.8707382574209,11.479920461698,-0.27385400982922,0.17322120189604,81.011264850567,78.322442954452,31.427175370955,131.42974785372,41.964968002966
2014.0,-0.28876896189509,2.1898047092501,9.4141680453744,-2.4292650200487,0.30669429899828,83.757939834805,75.279101464424,29.660978620567,132.94069990991,42.064484503802
2015.0,1.2973331949538,2.3552465484538,6.8227001424517,0.23841042060346,1.0815941341037,84.401089495927,71.946513426168,34.334254578726,131.17912318071,42.154970861384
2016.0,0.54732496406626,2.3495090501923,4.7870771669767,2.2147591986263,0.70823060139979,82.548609091519,68.955320058442,37.906987565929,131.5057445501,40.942651643811
2017.0,1.0230801227716,2.3712643396711,5.6104791214717,0.8199662051646,1.5296800293056,78.603450600468,64.635677469117,38.3138289725,126.14348464458,41.762033084514
2018.0,1.793805405025,2.8767029669138,8.4704917909031,3.0150469675541,1.6126195044314,74.073810524869,61.316346996687,39.406293328741,121.48133238329,39.790666625038
2019.0,1.9866523650905,2.3159888431857,7.2234813185444,3.0356613910131,1.6346010694772,70.639706563644,58.925562727812,40.556462500306,116.60779000507,39.63917262723
2020.0,-6.6450747899069,-3.7008223331463,-1.908582076078,-2.9391408685869,-2.7302455733995,82.930030114751,67.986010577225,46.109097737302,134.89747594739,43.213496252656
2021.0,-4.6782828943184,-3.0041327454422,10.417878930229,-0.48662319416263,0.10287202355058,82.275804403658,68.622974942736,42.786091151127,125.3826584664,41.097212912318
2022.0,-2.2504513282899,-1.8159259803809,25.705482064408,1.5642321728702,1.3297253038372,77.786411310213,66.535291759869,37.121326492017,113.93784585984,40.892659943896
